id;target
6b548a80fb284aaf93543d7ed04c5609;0
f2df974791ce4f29897654aba44096b0;1
e66fa3496fdd4b0592b14d142d50ed57;0
3b8398f1d1ec4de3b93c54b3d786489c;0
041e245208a14eb086dcea6f30f3f271;0
f98a879809b64c2799c2335c08c1662e;0
f3d813e3280847519c575af4bfa07479;0
df528665a22642af938e1ef5aeada86f;0
03041934cb674fdcbd52eef50e1ca07f;0
993d6e30c4944219ae9636c1e02352fe;0
d88a1cb5615946a58dec75103130dbec;0
7847f53aa94e4dd5bfd592081dbd1104;1
08f4acea3cc04061a3bc9f63f41e13bd;0
e896dd240e844c02b57f534e65675e35;0
05c6e64a539940faa884a76f7b6f8913;0
e49358648a4c428bb59e0a5a479bfbf3;0
d52de97dcba748a1bf4052d73ffa585a;1
ac76cdc4651540a3a28375a0fb2ed841;0
e3cd6335335f4ac897ba7faae7069c71;0
bbb7fe4c87064bc4b626974b0e087993;1
d72d9141da214cb4a3fa2b5902e73219;0
737184e2896c4ea99fd659d76e5e5bea;0
9ee520e77a8a453298de41ac67260162;1
22708c24807a424180e9eb6f25c7a2ae;0
09210e187f074ffaaffe90e7c987f334;0
b650c152124644bda1350ad2cb363afc;0
8b2fd7f259dc4966838318e2e720c05f;1
88b7eba9fe5e4d68b1103d942c7a12fe;0
86ec40aea3064f1ba045bc1c2cb24527;0
38669c04921b47efbfa7d7eeb4bd9e97;0
3a1020fcc2544c10a938d43717b049d4;0
6ccac25d2c8f428fb9a230118726c881;0
131959fd67f649729a0660460aee90cc;0
f2b2ec85b9e74facba9e9a1f9e730587;0
e6bf558951e34e45b0f870db8dc221e3;0
a0d5470811e343fd83b53457dcead9a5;1
90d33d3f39544ae9842dba4bd9e74ff9;0
6ca92889a55b4422b4b42518d9288e07;0
2c6c1d9d45624088968e63d26c365a56;0
577a545914ef492fb5841e43863523e6;0
6817c7b6bc624786b8d791a6a8b59277;0
19cbd818def14bcc9f837af67b4d7fc3;0
afb12ad91cc9440faf665e8b604e3e53;1
ee1e648004604da5b36fe0da66a780f0;1
4a48e0680e4941bbae9df0c01dd9be4d;1
820bad07a5a945f4a70556b51f51b2da;1
08e92e22c89d490caf989d7ca2c9b855;0
2ea2ceee291f4ffdbe587f706fd59321;0
e20d97de2e80461eabb31cdd8370f5e3;1
809eaf32eb1b4bb09a2be2ae53ef8336;0
e8d0de33341e4218bdbded9f1e087615;0
20cfe0a2c5be42eaa2088b0ba48b9bb7;0
14824e5ef89344989e385719ef7538af;0
de1e43cff4e042e69a867e06e9cfee8b;0
0d2d0aebb7de4f069e8465b09307a690;0
60bc6f1e5c16494284c0420dc2ea3360;0
03fd67f1e80643cfa53524b972a407b4;0
ba606096371645e1a15f65dbdbea5dfc;0
b1332fa732974381ae7f41cecf08377d;0
5e75e146c38b4582a773740e7d20dc07;0
aa6747ec06394cdea753966610ec00b0;0
b06465fc778c4683a9938398d7dce888;0
ff9fe79f7beb4f29b0c7415959213592;0
9fed09e48fd04eb9a3b0df77c06f7d44;0
4db7c913cb6343299236d56a529d65c1;0
7e570c3e2588422998a70eb1936a3206;1
90049c0937a946e49f6145e280e239fd;0
241d39a4e0cd4273a0469e1c0ec44832;0
49cc1ec1a18e485e9309fa2db6c2c900;0
21e5d4792e114211856ae2c42703ca36;0
7cb121192b4d4f5fb17d44d955bdb982;0
1c502520e7ed407499feda3bbd48817e;0
b35fb3764217480283e6e6e2f4102e70;1
ef9c74f376e049fdad9e77bc80e110bc;0
d0bf6068ef2b4a4c9934452cb5fa9b03;1
8892ac8b9e024101a09566aaa3c05597;1
0ea3173e5d844e93ad8481031ef814f1;0
d13e26041bef4d2cbfe4f9a27292cc63;0
05db6efc7ced46cabbe06d5083cfa6c1;0
47afd8021daf4691ae1ae66ee8b07227;0
3e39e2e16e14438891ca4f84cb632360;0
992c9f586493447da046f0b7ef9e4799;0
7edb9a5790f249b6849768793a806bf8;1
b5b66ee32cf44e589b74e046bfc06a5f;0
b5b0de3b445843db90b17fb22e29bf35;0
f08fc7cb8a76455c96fcb4ed98888b00;1
32deeed529574547988fd7d486d883a4;0
8e8ed8b5d68c4c8784754d0b38bfca17;0
77301fe8c58a47a5bfb599f8cec084f9;1
befccdb2621e4462af5d452c076d752d;0
2e2f6359694942d4a6d36ee74652af38;0
2b7cdd9cec8d42f49125e3db7091285b;0
7d160fe2db894131b44d67f6c2233a79;0
2cb93151a9aa49bb83220014d35bbe2e;0
ccf68291f49b461e8f306cc06bffc606;0
ebd3df0c4f614f82aa6fcf8d9cfab40a;1
fa084a81853e4152ad72fde9575798ee;0
1e0a1661a83b450ab595b9f7a0042088;0
5133f8efadcb4afb874b585666ae5995;0
64635e5c882c4ff5828765a6c04a21c2;0
7f1074303b5e4e74848969f446e4cbd7;0
e70424cf11f64b1fbe12b5e669418a73;0
1489c56e34ea4b4e84c1c5ef9f896ba2;0
3e22bc26264745179fccb81a2931d03b;0
2d1178a77c5841c8a818adf653839fd2;0
99aa905ca93745609027c534639c003e;0
5b50942913ba4544afc6d811f0856e83;0
bd20819043294f1f9f0beead31cba6e2;0
5b6492d223214a75ba616c83409914a9;0
0dfc8f943c91400dac8c33f1a5fa7250;0
4971120589e54de7818e8c8c0aafd681;1
6e9c2f8aeb7846078c851c1456b17211;0
f7145d1c230b4fbfaa13273eb4d426bc;0
12f265844981464aa2710b11c7d11cad;0
b68a1d8bd8ac4dd0959ba1f121bdad6e;0
00ea44170d1f40d6bac975ed9dc899d0;0
6199216b0b9e4d10b7cfc72262ca0751;0
898b2734b2524314a701806e8183eb39;0
df034f5897fd4c599db921a96c0bd33d;0
b5397fd0965a4938b88704f8765a5650;0
ce956f1b8f504bfeaa341aa8b80687b9;0
994c5594dfea43959ef8543d25533084;0
9cce65f4a2f046a28ac29ca64a357958;1
26bcc2a9434c49fb88319887b8dadd61;0
3b512eaca97447cc981832d1041880cd;0
0881ff42bba64b199bbdf643f9a9af1b;0
e5f80d5ec6834bb485c679ef4c65b86a;1
39d047dacef345cf855e31ad7c13d105;0
86e25897d6f4426fb852d7bb26614698;0
1282331163164b308fdf3305c41372c4;0
7240a06a557a4b1984c9a8e134b4060c;0
e9593849f7b647908289648b2e4f238e;0
81857b82b30c456eb4a02e06e1c33b55;0
44ba34dbb85943a9bac84aecc9feb93d;0
40a5a965cfb147c4bd518780bf436482;0
fe81a6cf567f42f4afcd06edd5fabec0;0
4e9050aff5474caeaadc4d8b85650a57;0
e820d8d242f248bd91ec4f594c62374e;1
0380f0eca7eb4c5a92c1ff9f364431ee;0
88a88d51f07e42d5b9815e8ac3c97ca3;0
62eb94a45fec4ffe9ffe19666efa64df;0
12b444c17dee4b23921a1b5734ae650a;0
dd82b212aa8c41b1aa08e81a5a519fac;0
a0f79994b8124f5290f5fe69a66f6d5c;0
dc0d5f3e5def4bc780954ee4e801e13e;0
dd8623a625b44c07af6dc3d9d93ad56b;0
a40ed97ebeb241368f658b07f6d87e06;0
2e3dae3d2a9b4d909bda0bba4e51e12c;1
d72df07bb7fc4b3bbaf90579a8191adf;0
e0bdb3e8a5884d8ca5c33154d082e7b2;0
677dca3942de4f5ebdaf38988e2cffdb;0
d010be6915e04dbaa6a715ef1a1d26ad;0
c22edddedee040b5a4631c68e3a638fb;0
193707d9812a4cfd96bdadc21308a488;0
244a2b7d36f34c2a8ad76ec9952b7707;0
76ad139c9b0f4f02bb1588c878c06cf7;0
e6b8f1da17904160b508f0a0d8b57f56;0
cb7d2384bdc84fbdab2cdc6cbf604917;0
744d0a98a9324499870ef198b7026d2a;0
f2ed44ac8adf4ad9b312cdd6611e4090;0
e364d531cebe492ca749d98540a9685a;0
cead613a79094069932de74a89789d75;0
b33a9b01dc4e4e60b2a9f080958b79d7;1
f3837fb4571d4124933f2de49138607a;0
5afd58082e1d40019fdd56e59c08c23c;0
03d30f8306934a7d9529d1c0b10b311b;0
c4c1acb68b3c41febd76541608b2c121;0
719a9a3e66c64fb7acafa180895f4988;0
d9a6b36ffbaa46ed945b7f1ae166ebb4;0
a55f2e275f354a4383fc9e8e95d23b28;0
9f935cc9b67f4865bfeeb897661d3c24;0
cd2c7335a2af44fd96ab0e9c49421a8d;1
802f4021d223455fb7ec92d328fd349c;0
02c411dc971d4cdca9e6052c92f41fc0;0
c5d20e3bbc2d4511ae4bb3b4c4c5c365;1
a81e79abf0004b09a51f25627024f426;0
9fb148b0875f416e81d14ee383d7500c;0
8b7d45d0b98b4358ade67b144249e9bf;1
82120fbbd4a347b0a562afce1fd5f468;0
32fe86f8e3d0487a8e3c296677b5a0d3;0
02b158e422004955b98dd69491e7b018;0
5187eb866b9848dc888563dd14577ce7;1
65ecc1cb50ae4047b21d92e5be00036f;0
b036a2b1d9d74f17a5c3b01c6df19887;0
ad607263855548a8a6a18aae7f089ad7;0
d8274cf9c0e54642b83302243d7ce3a1;0
fbfb7248fca8409395c97ce8c405aff8;0
ae02c31bd1524517b668ff71a1aa2e12;0
50b575a1a52e4810b1a887a509e4ff20;0
116b3878cade4a4a80ec5506cbdff485;0
7a1a329258bb4826b57625a0ff4d4222;0
66c8b19b143a44f08e19703b0bf8ab19;0
9d8dcc2974224fcba2e1d6a70a26dd76;0
e71c3c6000e5415fa7664d13545e8cc7;0
e2ea1a70c4264bd99907dfc0921961c5;0
4c5e13cf50c449c189af27ca09374c93;0
ca499affa55443278b60545cf1426af5;0
7de33d6a818942e6be68f4df632f81e8;0
fe999c3e60de4848a3d3067c3426c64f;0
5e50e0e4fbfa47b1b0f55f1037fb393f;0
692d7253825b44cca0928cb9181d3851;0
32b75f5bad3c4d0c805e6a21442d6996;0
7f979bf44a0b4b9eb5965eeb0c7cda0c;0
f9fa22933562449d89d2c275d31cb081;1
e7c15585fbed4dc296af6678b1c100d6;0
6e2006911d5d48009c6402293d0cd3a9;1
978f562bcb5044b2a8819967fb426760;0
6dc5fdb699724b399ab451a7a3c3242c;0
52c73e7ce0fb4281bcf989a910f45fdd;0
d1cfe0270c254bfebdb4de0c03b63a00;1
dc8c16970ee044bfa7d221ef503c0c34;0
27e9bce8e3e84ddba7f8d8b691c58ef5;0
4d67564064124ae48607a81964ccd578;0
04df836ca4d24768ab083d2568bfb322;0
ed0b201fb22442869771ab66a4eddfa8;1
948fa50bd9fa4119832ad925b2706fe0;1
6a65bcd3c8b4426181f68d05ab6567eb;1
8bc4abf588284606bd725854fd5e1ae3;0
5f334aaf4eae41b4b906544a8bd4a062;0
8f0f110d9f514944b22204aa3ecf81d1;0
b0b3a48a611e4ab7ad15b16d7fc6792e;0
32ab732fc75545728b563db0a4a5ee06;0
905bb82288674e559f1fe84493a50f15;1
c8fcf1c20d58421d96a62c97372317a7;0
a0c8729341354131979edd5eeab9ab8a;1
e52ff3aa8dab4a4ea8ee42a0c3b4166a;1
7f8f875880e9488c93fd894653cda2e3;0
8e1c484e63664abcac29b17d84306ee5;0
16076a7aaed2400ea2781b4e788e5c4f;1
c723bd2033734797a754ca4da38dab81;0
afb79ee4c62a4d5c816b3242c449830f;0
8d6e445348014a0fae8c0e738eef1ec6;0
204ff242d88244c2828155a84ca0fc13;0
f210ad4cefd54fb8bbf29bca59ac9a9a;0
fc5930e57bb54e7e9101a4ad6bbc3196;0
181c1d61c86542249381d4b093e68866;0
849ac3ac83e94627bcbdf573475b801a;0
21d09e68670d441abe3b4b99209c91a3;0
b1bd21814b054ecdb162cb51bc8188bf;0
42bd6ded2c1e4b7db68d11bc86dd4a91;1
1b8175200cff41b3a6f3b7ceba07b034;0
9010f8c5ed1745478f59c1b888349eb8;0
749ae76d163340109945f6d16b4bf864;0
7da328a1ab6048468ccd1b6585191bcc;0
ef25db784e9a4084bc13058dd8d1bbf1;0
01d538b4090b4ee3a75c0103554f365d;0
2b67502a4bc8416b87102728b95a9fb0;0
837e1e30263e4a89ba4305ed6667901b;0
80a5e0644e3f4aac9bc8c29607d3a274;0
7947ab7d449b4c8f9928133790ea31fb;0
9b2a0dd5bce94a44a4ac51b0b6c76227;1
f3c0d8c8971f4e008707c4fdd32078fe;0
d80998a162ab4af4883f1eb93b58a3d9;0
06b6d50ea8bb4977b1fde7acaceeed41;0
35995f1768c44eacb9f69700538dd81f;0
6c523f43dcda46c3baa54c982d4ce0ee;1
0741c17f29924aada867e59c88fb91cc;1
f32cd895e36944f09fdc2e8194654b43;1
4afba05ebff14b67ae1c769a78aeafa1;1
3e541bf08f884ef7b843fec97d757272;1
693e4f3bb1f14c11a3e0cf512640b5cb;0
57040576fd954f99ba36ea52625e2f27;1
40b250c8cd2a4864b9c7767889450265;0
bbefcb6f071a47ef845564342cd50052;0
8c1b531b1ca94e76ad36fb42eb407c53;0
8a796d23c6e942eaa20d4c5ba7a00ddd;0
00067bf63b9a4f51bc649c8256e983bd;0
d469755e03d3454680cfd63896c0328b;0
ee0a18d5383643fb83dc0cf6c3812668;0
6a4a92e3994a47539bf8570dae3c49ab;0
0dbb5bdc5b094fb99e90d8527e6839cd;0
0a9d05091a8945e9b1b8906a73424262;0
dd7a8b47061a4533bbe5b53867d50e51;1
55acf9a16780494cae5d2a9358e55367;0
7a7b65d6bb0a4a3e87f418c5656d8b07;0
457b7453c2d347b89db9780147590ede;0
cc131eec69e94a29af455d7be1567dc6;0
30c0995e4bbe4834b13ac7bbe98d57a5;0
3370b5259a6a43329605de87bcaad389;0
9a9b5e4b4c6c44b2a5065e225f048ac1;0
dd6b92c6829d489087ee6af1276db3b0;0
567214f598a045348f90c74bcb229bdc;0
142c461e356f404cb7cd095b1a50f58f;0
1c48df4f6ec64a26bd7868cae17d0487;0
a737ad173bba4f2984438650abb52481;0
9047c761b332412eaf746230ee4cc730;0
d61694bcf39a4174b64129b8adb4ad48;0
7af9fc6e543a47f2ada3d5f87074013b;0
1e3287892e904b74918598ba41337029;1
17f52337baf241be9e0460d348a9ef01;0
6a4ea512744d4969b66cc2bf9561b0bf;0
9425a2cea9684d60984870cf3a703eca;0
7169d0e574b64fdf966ccbbb8ad7542f;0
9dba60f6b34b45c5933ccf6b6f780c0e;0
f4586e1ed7eb4ddc8b893b79d8d8046c;0
77e17860ce2640a5a175b7ec17549b6d;0
8725d06b672640d3a9b8839f652840d7;0
6032183a192644dbabd1458715d6c462;0
6388f0d23d0444e39812bf2a4fa26a15;0
59473ae6fe8b4562bb1d2a35f109fb87;0
3b9d1fee7e41479ab3ec71abf12bcfc6;0
5ec5d47535094a8db1cea9b3e7dc9a8b;0
d15c6d19ae1340a0957600aa3461a792;0
53c85524ddaa464c94ef7ff7fef6ccb3;0
19fb7b82c5644167b94802849e4c642f;0
81bab73f51724c06b3af6bdb1b188801;0
945ebd2bb5924431b877efda28f81684;0
552314f305344d1cb3074f53c829f87e;0
cae5047369974e33ad027ac736276a6c;0
52fb964fc8fb431693fc28fc88f870be;0
3649deb7edb348cbaa75e2ad5c7b8a66;0
29e2d42fbd204cea9712440683b6cd17;0
df24da0cc7fe4616a7c87caf32b6aa1d;0
6b521dff58e84d1ba6724b2c22c70972;0
3d8d43172c074e0a98302947dc3cfa0c;0
6633b8122f934db5bfb917ffeda8a133;0
12039466a6b249a380b105bbf412d9b4;0
00931899fb444a26bbdc634e5496543e;1
4f29bcf2f79a4d2a853ae388c784e10c;0
cff4a3627ca94a8d98d3ef9f106b76d0;0
a2675b9c79c84099a99e04041be673c4;0
f99b20af5f00408da1d4d460c5c2dd7a;0
20775356dbaf42f2b29f2f56f0bbda5c;0
b60760c0f2f547538b1d5fc65be641b8;0
0d1ee657d50544cc8f7f69e11993d651;0
938283522c3148bcbce4ed799d92b89c;0
13f3f115b7a24a0eb93e7ed2e506f2b9;1
3a53c90376bc4157af423d9817144820;0
093fc91888ce4a96a175bec1802f4648;0
9007642c437c4a12a3206c8d4361d6f4;0
ed923f7f98fa4034b9ea1c0ff549038e;0
4d3bbefacb7b45e9b24dd9701f8e662d;0
25ee9378f32e48a3ae0bc64d1869112e;1
546783ea1d2c4cdbb53e8948fddf541b;0
5869666dbd9c4b428ac96e4a49de6928;0
95dc07978e1a48c7ab4200e7a5038fef;1
2d6511c4da5e4f3b8f1777f818abe4d8;0
56c8c48f624f4958b68454fb701863c5;0
42dea88cb8d946bab308f2e0fbfcc234;0
210c873fd9964d0ea0acd12726eec1cb;0
7a62fcaf3af845f5959348c3c4fd001f;0
c83f7fb68fef49e38dfdb3d21d5fd034;0
338e703018834c1ebfbc13edb85406cb;0
2bc2c1375c204de38b0ccac130c335e3;0
d696f84c8c304bc2a50801448d7f26c4;0
3309aa034e874b40b9ce8243f07b2f74;0
205b6d4b32fb4ba4832497750aef6d0f;0
a0f4236aa92c4ed6b29e067c9493868b;0
b2d40e7eb54d48aa91ade9415af128d5;0
6c7468b4116b473eae49345f632189b5;1
42a12684afcf40e98cbad78855d4d3fa;1
39bd3c3176ce4b29bde62fb2174c594c;0
db420a12642f4b97a1496241045cfcca;0
b100fca0578b4bf4b44f2ea758e33848;0
e08c633999484c14a2e5d82a45cea362;0
828b82a8ed9345818cd23baaa4120fda;0
07089efebb9b49bb8397a3818a30016b;0
c9ac5288656242079a754ca5c0e09391;0
9017a2badfe34e73a17e0c72a35ff0da;0
a7585b51ce9043b1ae4067d0aa5608ea;1
1de1213b409347768ba0bd01006f7767;0
a520f47075b742449b35a6a660c18fea;1
803aba4e8b5a476c814d34cee80720f9;0
02afbe8ed98744768aad6983a5c4f984;0
ca4730c352c8415f854ba1310bf7812d;0
e5740bc74d8e4f3bb651d99da56adcaa;0
974a50834a9447e8a42e0af96f0dd62a;0
169dcc82bf654ec185c6422695902069;0
b3b0e7d6a4a44edea35cc40e2c5f070d;1
7921aa32ec604ba4a226997493a95f18;0
c95daff25cb34ef18699043849ed0bee;0
295c08b70f6e4e788a657e2b1b32c7f3;0
3ced00a2991742eaa9166b163569c97c;1
db18dfbc8dd14324b0fea0e8e2741424;1
9e90b76a665844de80ee1f9a32330b4c;0
864e390f32e94521897431a0f1824aed;1
3b8a0661422f460caf71262ccf6fa9d0;1
b4121b33ba234d1da6e2244f6278203a;0
8d53e51768144fc98c7c12eba4c7f8d6;0
0a160e5606864787b67ed9776f3c553c;0
dcc7d4d362cc4130916ecabbcb548605;0
428149e22d664670acba70169d19e1d1;0
af5a6040adf945aebc1a7ef18446c8cb;0
9608a5c9e32447348d6022903cb8f857;0
0316f43da4874919b4b4c632e3237398;0
d2fc064c84064bcbbd1c5d8dee4ab730;0
ba5faf89674c4f4ea15a9976efca393b;1
d53d1fd67d5a46e2823b6973cb363690;1
659f0be74a3243dabbe4469c951b877f;1
96fcf97add5542e29d394b8d18c77792;0
40b1c5ad03e6465ab5cb8cfdd9a11d42;0
5c691462ded146f4b8430f3e9cd6461f;0
b3facf6230fe4adf86b56f161be32725;0
ebdf56260f284b7c9cd3bd0302107998;0
d2ed37ca7c21410e9628c858adbd6675;0
10420a24dd234b9cb2ba8595ab8fdbc8;0
d4e37dba76bf4edcb42a72ce674c71ae;1
b485a3f0e79845aa904f6b561565c59c;0
e43366ad46444e858d2d0902ea86086f;0
3284eed8eb534077b0e18a094bc79a31;0
6c550fdbdbfd4cb8aba74672ba686405;0
80d56cecc86145c98357829927770f53;0
e104a08bde404cf681555a7a8b3f9af1;0
0a10dd9329f141769321b576780575a4;0
cdefa30c21494567b68f9f1067caab4c;0
6d40bc76de18477ea68e01975c4e32fc;0
5a0925bf06ff45dfa776c6686f171e9a;0
0419b760f9e4483f89d7517a78cefab5;0
74b05b9a8d204df2a5b954291c98ec0d;0
92f9991fc23642478cdd822ff5291558;0
b8c2ff923a9b498eb422b96c5a6efb7a;0
3269bfbadec843c4ad80bf200a943d22;0
ffe26bd143ea42029228234be57b0ba7;0
a7b6a662ce7643e6a82796de54e424ab;0
1cbdbd06d9e74ac2b1611141045bbe76;1
a2d4336668a4419c9e952dafebde31f6;0
d229c586a1414f139c20d950d2b1cdaf;0
8022cc9dc6ba473bb9fd4b857ac40294;0
30033461bde64675b2cde7bb46869152;0
7576ed719a644f86bd63274e26262c23;0
186fe6d9653942d19d5fe8bf413b2b4f;0
710ae21d083d4a5cbe604b4390592646;0
756df5eca64b427591bf8f56121c6b10;0
1fccaaf0ff9a4d7493bf68b21b8cb17b;0
414eeb51b69e4d7eacc60d966b27ea6f;0
fb9d76a2184d41a585ae5cf750346d2b;0
72fcfa728050447db1173cce68eb01be;0
96d0634593be404882f163be63e6138b;0
d553cb3445a84424b4279b6f1a5808a0;0
cfa7c41195ab4a429bdeaaca51db3644;0
2d914c8ef25a484d845b016ca4f3443b;0
36f61fb0ccf24a12b3ad6b1d0cb2cbc6;0
63f92ebb444b4226943726522cc864cb;0
f05e6e2c98894c088de3249f6a4c699b;0
871cecc3526545c2a37365cb6b6ad886;0
0ad2c68140734533997b97105938e05c;0
cbb20ad27d71448ca6369b082b7220c1;0
09bd908a9f734822b81128b4632258d2;0
cb10b1de88774d7696155662f684fa5f;0
438c5830af654390bfa225e0ce312801;0
7869df7bead14f6c9a233a5619f83330;0
4e9c101ca96d4791a5d22e0285de23e6;0
a6dd1e54f67241f8824bb80bba2e56d0;0
1b95feb526394bb4bd2df247dc7e6a69;0
0cd5e7a301c84702b21fc0e8aaf29392;1
15fdb94682994f569358092548b0f6a0;0
e3205beb832442479832bbfcd7446796;0
205ef3f3f3a84844aa7596f104fd91ee;0
457f6f0e2aa04f5b945a3f4f524726d1;1
e10c713cba3a41f5ac13c4f33ddb5473;0
6353d8ef5e8b447cbaa3e6223c7ccbe3;0
062e1a3234704dd7afde8c88783b58d7;1
600daaef951444108a6f65071415f2e2;0
f7669262e5c0433ab8df0a7de73c6593;0
83d7e26b829d403390270a5c2f3ddd4d;0
1b6ebeee8a174d689d22902c712b8dfe;0
f6b6f26fc9f34b8f9c3bc8a4a79cafff;0
866d2165485b49a4a4bb115ec98512a2;0
2da806e29be948698ec09bca929af0e5;0
7a66b853306e4450bf685e9cb6700397;1
37d624aa7349454eb9085e372dc17d6e;0
a9ead5e51a124eb6a4a6b29c8738cfe5;1
85b6c1b31ff8489bbabde9a6dc9f7bbf;1
43bf0b2941d148738cf013010c5940c3;1
096a3728653d45d38dcb79bf08939638;0
1e7ac744e3154dddbbc62303d9d59633;0
b4d21100adee40f098902cdec17b9a29;0
178069a088464d6790a2ad4e7e9d486a;0
e6a99644eb884491b10fe322dc6c087f;0
f8cd7b1025044d5999440c400b3416d8;0
23c6bbd8baf94a309f4609b7aa89f2c1;0
1c5c5bcbeaab49d0a1fa70884ab6aa26;0
f429d19f13554e28813ea23c891af5e2;0
7048e8b26d1b4ec7970cfa2bfdbb9345;0
10cbca88e6ab46328a6c155fb4e49d14;1
1d5e27b0bffc4b34a6c33ab56dba8bc5;0
b3350dba01f44238aa8134ad416eed53;0
48decaedd814478296ed3da37845eeb3;0
ce7bba49989b4f7da3f8ab7af39d5539;0
821616ee07a243f5afcef81baa98eb59;0
fc48260ae95f418dba4253038bf5ea32;0
6a7ed1047a624dbf87ff3c76b1402883;0
ce0f4815dbcd42039958d3e201525ff6;0
e7041c7e146e4b05a7dfa2ae120eea25;0
45adac2a11bd42a3b96dddff9af7a879;0
8e25d807b30f479fb9bff5302e1daa09;0
8bac38ca3f034f51a361d500be6d248b;1
359fcfc504a84ac6a06200e8568e7a07;0
e0bb578242eb4f9a962c34662679cf66;1
25d8bd5a9e2b4eabb5c0cb6ee3edde47;1
064377837fca42bc975d4b552ed8fd0c;0
f9672e659cf04d209fc2b60878700261;0
f8b395e7a6f942d4b578470f182b06db;0
